Year,Category,Nominee,Additional.Info,Won.
1972 (45th),ACTOR,Sounder ,Paul Winfield,no
1972 (45th),ACTOR IN A SUPPORTING ROLE,The Heartbreak Kid ,Eddie Albert,no
1972 (45th),ACTOR IN A SUPPORTING ROLE,The Godfather ,James Caan,no
1972 (45th),ACTOR IN A SUPPORTING ROLE,The Godfather ,Robert Duvall,no
1972 (45th),ACTOR IN A SUPPORTING ROLE,Cabaret ,Joel Grey,yes
1972 (45th),ACTOR IN A SUPPORTING ROLE,The Godfather ,Al Pacino,no
1972 (45th),ACTRESS,Cabaret ,Liza Minnelli,yes
1972 (45th),ACTRESS,Lady Sings the Blues ,Diana Ross,no
1972 (45th),ACTRESS,Travels with My Aunt ,Maggie Smith,no
1972 (45th),ACTRESS,Sounder ,Cicely Tyson,no
1972 (45th),ACTRESS,The Emigrants ,Liv Ullmann,no
1972 (45th),ACTRESS IN A SUPPORTING ROLE,The Heartbreak Kid ,Jeannie Berlin,no
1972 (45th),ACTRESS IN A SUPPORTING ROLE,Butterflies Are Free ,Eileen Heckart,yes
1972 (45th),ACTRESS IN A SUPPORTING ROLE,Pete 'n' Tillie ,Geraldine Page,no
1972 (45th),ACTRESS IN A SUPPORTING ROLE,Fat City ,Susan Tyrrell,no
1972 (45th),ACTRESS IN A SUPPORTING ROLE,The Poseidon Adventure ,Shelley Winters,no
1972 (45th),ART DIRECTION,Cabaret,Art Direction: Rolf Zehetbauer; Jurgen Kiebach; Set Decoration: Herbert Strabel,yes
1972 (45th),ART DIRECTION,Lady Sings the Blues,Art Direction: Carl Anderson; Set Decoration: Reg Allen,no
1972 (45th),ART DIRECTION,The Poseidon Adventure,Art Direction: William Creber; Set Decoration: Raphael Bretton,no
1972 (45th),ART DIRECTION,Travels with My Aunt,Art Direction: John Box; Gil Parrondo; Robert W. Laing,no
1972 (45th),ART DIRECTION,Young Winston,Art Direction: Geoffrey Drake; Don Ashton; John Graysmark; William Hutchinson; Set Decoration: Peter James,no
1972 (45th),CINEMATOGRAPHY,Butterflies Are Free,Charles B. Lang,no
1972 (45th),CINEMATOGRAPHY,Cabaret,Geoffrey Unsworth,yes
1972 (45th),CINEMATOGRAPHY,The Poseidon Adventure,Harold E. Stine,no
1972 (45th),CINEMATOGRAPHY,1776,Harry Stradling; Jr.,no
1972 (45th),CINEMATOGRAPHY,Travels with My Aunt,Douglas Slocombe,no
1972 (45th),COSTUME DESIGN,The Godfather,Anna Hill Johnstone,no
1972 (45th),COSTUME DESIGN,Lady Sings the Blues,Bob Mackie; Ray Aghayan; Norma Koch,no
1972 (45th),COSTUME DESIGN,The Poseidon Adventure,Paul Zastupnevich,no
1972 (45th),COSTUME DESIGN,Travels with My Aunt,Anthony Powell,yes
1972 (45th),COSTUME DESIGN,Young Winston,Anthony Mendleson,no
1972 (45th),DIRECTING,Cabaret,Bob Fosse,yes
1972 (45th),DIRECTING,Deliverance,John Boorman,no
1972 (45th),DIRECTING,The Emigrants,Jan Troell,no
1972 (45th),DIRECTING,The Godfather,Francis Ford Coppola,no
1972 (45th),DIRECTING,Sleuth,Joseph L. Mankiewicz,no
1972 (45th),DOCUMENTARY (Feature),Ape and Super-Ape,Bert Haanstra; Producer,no
1972 (45th),DOCUMENTARY (Feature),Malcolm X,Marvin Worth and Arnold Perl; Producers,no
1972 (45th),DOCUMENTARY (Feature),Manson,Robert Hendrickson and Laurence Merrick; Producers,no
1972 (45th),DOCUMENTARY (Feature),Marjoe,Howard Smith and Sarah Kernochan; Producers,yes
1972 (45th),DOCUMENTARY (Feature),The Silent Revolution,Eckehard Munck; Producer,no
1972 (45th),DOCUMENTARY (Short Subject),Hundertwasser's Rainy Day,Peter Schamoni; Producer,no
1972 (45th),DOCUMENTARY (Short Subject),K-Z,Giorgio Treves; Producer,no
1972 (45th),DOCUMENTARY (Short Subject),Selling Out,Tadeusz Jaworski; Producer,no
1972 (45th),DOCUMENTARY (Short Subject),This Tiny World,Charles Huguenot van der Linden and Martina Huguenot van der Linden; Producers,yes
1972 (45th),DOCUMENTARY (Short Subject),The Tide of Traffic,Humphrey Swingler; Producer,no
1972 (45th),FILM EDITING,Cabaret,David Bretherton,yes
1972 (45th),FILM EDITING,Deliverance,Tom Priestley,no
1972 (45th),FILM EDITING,The Godfather,William Reynolds; Peter Zinner,no
1972 (45th),FILM EDITING,The Hot Rock,Frank P. Keller; Fred W. Berger,no
1972 (45th),FILM EDITING,The Poseidon Adventure,Harold F. Kress,no
1972 (45th),FOREIGN LANGUAGE FILM,The Dawns Here Are Quiet,Union of Soviet Socialist Republics,no
1972 (45th),FOREIGN LANGUAGE FILM,The Discreet Charm of the Bourgeoisie,France,yes
1972 (45th),FOREIGN LANGUAGE FILM,I Love You Rosa,Israel,no
1972 (45th),FOREIGN LANGUAGE FILM,My Dearest Se�orita,Spain,no
1972 (45th),FOREIGN LANGUAGE FILM,The New Land,Sweden,no
1972 (45th),MUSIC (Original Dramatic Score),The Godfather,Nino Rota,no
1972 (45th),MUSIC (Original Dramatic Score),NA,NA,no
1972 (45th),MUSIC (Original Dramatic Score),images,John Williams,no
1972 (45th),MUSIC (Original Dramatic Score),Limelight,Charles Chaplin; Raymond Rasch; Larry Russell,yes
1972 (45th),MUSIC (Original Dramatic Score),Napoleon and Samantha,Buddy Baker,no
1972 (45th),MUSIC (Original Dramatic Score),The Poseidon Adventure,John Williams,no
1972 (45th),MUSIC (Original Dramatic Score),Sleuth,John Addison,no
1972 (45th),MUSIC (Original Dramatic Score),NA,NA,no
1972 (45th),MUSIC (Scoring: Adaptation and Original Song Score),Cabaret,Adaptation Score by Ralph Burns,yes
1972 (45th),MUSIC (Scoring: Adaptation and Original Song Score),Lady Sings the Blues,Adaptation Score by Gil Askey,no
1972 (45th),MUSIC (Scoring: Adaptation and Original Song Score),Man of La Mancha,Adaptation Score by Laurence Rosenthal,no
1972 (45th),MUSIC (Song--Original for the Picture),Ben from Ben,Music by Walter Scharf; Lyrics by Don Black,no
1972 (45th),MUSIC (Song--Original for the Picture),Come Follow; Follow Me from The Little Ark,Music by Fred Karlin; Lyrics by Marsha Karlin,no
1972 (45th),MUSIC (Song--Original for the Picture),Marmalade; Molasses & Honey from The Life and Times of Judge Roy Bean,Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,no
1972 (45th),MUSIC (Song--Original for the Picture),The Morning After from The Poseidon Adventure,Music and Lyrics by Al Kasha and Joel Hirschhorn,yes
1972 (45th),MUSIC (Song--Original for the Picture),Strange Are The Ways Of Love from The Stepmother,Music by Sammy Fain; Lyrics by Paul Francis Webster,no
1972 (45th),BEST PICTURE,Cabaret,Cy Feuer; Producer,no
1972 (45th),BEST PICTURE,Deliverance,John Boorman; Producer,no
1972 (45th),BEST PICTURE,The Emigrants,Bengt Forslund; Producer,no
1972 (45th),BEST PICTURE,The Godfather,Albert S. Ruddy; Producer,yes
1972 (45th),BEST PICTURE,Sounder,Robert B. Radnitz; Producer,no
1972 (45th),SHORT SUBJECT (Animated),A Christmas Carol,Richard Williams; Producer,yes
1972 (45th),SHORT SUBJECT (Animated),Kama Sutra Rides Again,Bob Godfrey; Producer,no
1972 (45th),SHORT SUBJECT (Animated),Tup Tup,Nedeljko Dragic; Producer,no
1972 (45th),SHORT SUBJECT (Live Action),Frog Story,Ron Satlof and Ray Gideon; Producers,no
1972 (45th),SHORT SUBJECT (Live Action),Norman Rockwell's World...An American Dream,Richard Barclay; Producer,yes
1972 (45th),SHORT SUBJECT (Live Action),Solo,David Adams; Producer,no
1972 (45th),SOUND,Butterflies Are Free,Arthur Piantadosi; Charles Knight,no
1972 (45th),SOUND,Cabaret,Robert Knudson; David Hildyard,yes
1972 (45th),SOUND,The Candidate,Richard Portman; Gene Cantamessa,no
1972 (45th),SOUND,The Godfather,Bud Grenzbach; Richard Portman; Christopher Newman,no
1972 (45th),SOUND,The Poseidon Adventure,Theodore Soderberg; Herman Lewis,no
1972 (45th),WRITING (Screenplay--based on material from another medium),Cabaret,Jay Allen,no
1972 (45th),WRITING (Screenplay--based on material from another medium),The Emigrants,Jan Troell; Bengt Forslund,no
1972 (45th),WRITING (Screenplay--based on material from another medium),The Godfather,Mario Puzo; Francis Ford Coppola,yes
1972 (45th),WRITING (Screenplay--based on material from another medium),Pete 'n' Tillie,Julius J. Epstein,no
1972 (45th),WRITING (Screenplay--based on material from another medium),Sounder,Lonne Elder; III,no
1972 (45th),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),The Candidate,Jeremy Larner,yes
1972 (45th),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),The Discreet Charm of the Bourgeoisie,Story and Screenplay by Luis Bu�uel; in collaboration with Jean-Claude Carri�re,no
1972 (45th),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Lady Sings the Blues,Terence McCloy; Chris Clark; Suzanne de Passe,no
1972 (45th),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Murmur of the Heart,Louis Malle,no
1972 (45th),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Young Winston,Carl Foreman,no
1972 (45th),SPECIAL ACHIEVEMENT AWARD (Visual Effects),The Poseidon Adventure,L. B. Abbott; A. D. Flowers,yes
1972 (45th),JEAN HERSHOLT HUMANITARIAN AWARD,Rosalind Russell,NA,yes
1972 (45th),HONORARY AWARD,To Charles S. Boren; Leader for 38 years of the industry's enlightened labor relations and architect of its policy of non-discrimination. With the respect and affection of all who work in films.,NA,yes
1972 (45th),HONORARY AWARD,To Edward G. Robinson who achieved greatness as a player; a patron of the arts and a dedicated citizen...in sum; a Renaissance man. From his friends in the industry he loves.,NA,yes
1972 (45th),HONORARY AWARD,NA,NA,no
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class II),To JOSEPH E. BLUTH for research and development in the field of electronic photography and transfer of video tape to motion picture film. ,NA,yes
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class II),To EDWARD H. REICHARD and HOWARD T. LA ZARE of Consolidated Film Industries; and EDWARD EFRON of IBM for the engineering of a computerized light valve monitoring system for motion picture printing. ,NA,yes
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class II),To PANAVISION; INCORPORATED; for the development and engineering of the Panaflex motion picture camera. ,NA,yes
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To PHOTO RESEARCH; A DIVISION OF KOLLMORGEN CORPORATION; and PSC TECHNOLOGY INC.; ACME PRODUCTS DIVISION; for the Spectra Film Gate Photometer for motion picture printers. ,NA,yes
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To CARTER EQUIPMENT COMPANY; INC. and RAMTRONICS for the RAMtronics light-valve photometer for motion picture printers. ,NA,yes
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To DAVID DEGENKOLB; HARRY LARSON; MANFRED MICHELSON and FRED SCOBEY of DeLuxe General Incorporated for the development of a computerized motion picture printer and process control system. ,NA,yes
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To JIRO MUKAI and RYUSHO HIROSE of Canon; Inc.; and WILTON R. HOLM of the AMPTP Motion Picture and Television Research Center for development of the Canon Macro Zoom Lens for motion picture photography. ,NA,yes
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To PHILIP V. PALMQUIST and LEONARD L. OLSON of the 3M Company; and FRANK P. CLARK of the AMPTP Motion Picture and Television Research Center for development of the Nextel simulated blood for motion picture color photography. ,NA,yes
1972 (45th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To E. H. GEISSLER and G. M. BERGGREN of Wil-Kin Inc.; for engineering of the Ultra-Vision Motion Picture Theater Projection System. ,NA,yes
1973 (46th),ACTOR,Last Tango in Paris ,Marlon Brando,no
1973 (46th),ACTOR,Save the Tiger ,Jack Lemmon,yes
1973 (46th),ACTOR,The Last Detail ,Jack Nicholson,no
1973 (46th),ACTOR,Serpico ,Al Pacino,no
1973 (46th),ACTOR,The Sting ,Robert Redford,no
1973 (46th),ACTOR IN A SUPPORTING ROLE,Bang the Drum Slowly ,Vincent Gardenia,no
1973 (46th),ACTOR IN A SUPPORTING ROLE,Save the Tiger ,Jack Gilford,no
1973 (46th),ACTOR IN A SUPPORTING ROLE,The Paper Chase ,John Houseman,yes
1973 (46th),ACTOR IN A SUPPORTING ROLE,The Exorcist ,Jason Miller,no
1973 (46th),ACTOR IN A SUPPORTING ROLE,The Last Detail ,Randy Quaid,no
1973 (46th),ACTRESS,The Exorcist ,Ellen Burstyn,no
1973 (46th),ACTRESS,A Touch of Class ,Glenda Jackson,yes
1973 (46th),ACTRESS,Cinderella Liberty ,Marsha Mason,no
1973 (46th),ACTRESS,The Way We Were ,Barbra Streisand,no
1973 (46th),ACTRESS,Summer Wishes; Winter Dreams ,Joanne Woodward,no
1973 (46th),ACTRESS IN A SUPPORTING ROLE,The Exorcist ,Linda Blair,no
1973 (46th),ACTRESS IN A SUPPORTING ROLE,American Graffiti ,Candy Clark,no
1973 (46th),ACTRESS IN A SUPPORTING ROLE,Paper Moon ,Madeline Kahn,no
1973 (46th),ACTRESS IN A SUPPORTING ROLE,Paper Moon ,Tatum O'Neal,yes
1973 (46th),ACTRESS IN A SUPPORTING ROLE,Summer Wishes; Winter Dreams ,Sylvia Sidney,no
1973 (46th),ART DIRECTION,Brother Sun Sister Moon,Art Direction: Lorenzo Mongiardino; Gianni Quaranta; Set Decoration: Carmelo Patrono,no
1973 (46th),ART DIRECTION,The Exorcist,Art Direction: Bill Malley; Set Decoration: Jerry Wunderlich,no
1973 (46th),ART DIRECTION,The Sting,Art Direction: Henry Bumstead; Set Decoration: James Payne,yes
1973 (46th),ART DIRECTION,Tom Sawyer,Art Direction: Philip Jefferies; Set Decoration: Robert de Vestel,no
1973 (46th),ART DIRECTION,The Way We Were,Art Direction: Stephen Grimes; Set Decoration: William Kiernan,no
1973 (46th),CINEMATOGRAPHY,Cries and Whispers,Sven Nykvist,yes
1973 (46th),CINEMATOGRAPHY,The Exorcist,Owen Roizman,no
1973 (46th),CINEMATOGRAPHY,Jonathan Livingston Seagull,Jack Couffer,no
1973 (46th),CINEMATOGRAPHY,The Sting,Robert Surtees,no
1973 (46th),CINEMATOGRAPHY,The Way We Were,Harry Stradling; Jr.,no
1973 (46th),COSTUME DESIGN,Cries and Whispers,Marik Vos,no
1973 (46th),COSTUME DESIGN,Ludwig,Piero Tosi,no
1973 (46th),COSTUME DESIGN,The Sting,Edith Head,yes
1973 (46th),COSTUME DESIGN,Tom Sawyer,Donfeld,no
1973 (46th),COSTUME DESIGN,The Way We Were,Dorothy Jeakins; Moss Mabry,no
1973 (46th),DIRECTING,American Graffiti,George Lucas,no
1973 (46th),DIRECTING,Cries and Whispers,Ingmar Bergman,no
1973 (46th),DIRECTING,The Exorcist,William Friedkin,no
1973 (46th),DIRECTING,Last Tango in Paris,Bernardo Bertolucci,no
1973 (46th),DIRECTING,The Sting,George Roy Hill,yes
1973 (46th),DOCUMENTARY (Feature),Always a New Beginning,John D. Goodell; Producer,no
1973 (46th),DOCUMENTARY (Feature),Battle of Berlin,Bengt von zur Muehlen; Producer,no
1973 (46th),DOCUMENTARY (Feature),The Great American Cowboy,Kieth Merrill; Producer,yes
1973 (46th),DOCUMENTARY (Feature),Journey to the Outer Limits,Alex Grasshoff; Producer,no
1973 (46th),DOCUMENTARY (Feature),Walls of Fire,Gertrude Ross Marks and Edmund F. Penney; Producers,no
1973 (46th),DOCUMENTARY (Short Subject),Background,Carmen D'Avino; Producer,no
1973 (46th),DOCUMENTARY (Short Subject),Children at Work (Paisti Ag Obair),Louis Marcus; Producer,no
1973 (46th),DOCUMENTARY (Short Subject),Christo's Valley Curtain,Albert Maysles and David Maysles; Producers,no
1973 (46th),DOCUMENTARY (Short Subject),Four Stones for Kanemitsu,Terry Sanders and June Wayne; Producers,no
1973 (46th),DOCUMENTARY (Short Subject),Princeton: A Search for Answers,Julian Krainin and DeWitt L. Sage; Jr.; Producers,yes
1973 (46th),FILM EDITING,American Graffiti,Verna Fields; Marcia Lucas,no
1973 (46th),FILM EDITING,The Day of the Jackal,Ralph Kemplen,no
1973 (46th),FILM EDITING,The Exorcist,Jordan Leondopoulos; Bud Smith; Evan Lottman; Norman Gay,no
1973 (46th),FILM EDITING,Jonathan Livingston Seagull,Frank P. Keller; James Galloway,no
1973 (46th),FILM EDITING,The Sting,William Reynolds,yes
1973 (46th),FOREIGN LANGUAGE FILM,Day for Night,France,yes
1973 (46th),FOREIGN LANGUAGE FILM,The House on Chelouche Street,Israel,no
1973 (46th),FOREIGN LANGUAGE FILM,L'Invitation,Switzerland,no
1973 (46th),FOREIGN LANGUAGE FILM,The Pedestrian,West Germany,no
1973 (46th),FOREIGN LANGUAGE FILM,Turkish Delight,The Netherlands,no
1973 (46th),MUSIC (Original Dramatic Score),Cinderella Liberty,John Williams,no
1973 (46th),MUSIC (Original Dramatic Score),The Day of the Dolphin,Georges Delerue,no
1973 (46th),MUSIC (Original Dramatic Score),Papillon,Jerry Goldsmith,no
1973 (46th),MUSIC (Original Dramatic Score),A Touch of Class,John Cameron,no
1973 (46th),MUSIC (Original Dramatic Score),The Way We Were,Marvin Hamlisch,yes
1973 (46th),MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Jesus Christ Superstar,Adaptation Score by Andre Previn; Herbert Spencer and Andrew Lloyd Webber,no
1973 (46th),MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),The Sting,Adaptation Score by Marvin Hamlisch,yes
1973 (46th),MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Tom Sawyer,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,no
1973 (46th),MUSIC (Song),All That Love Went To Waste from A Touch of Class,Music by George Barrie; Lyrics by Sammy Cahn,no
1973 (46th),MUSIC (Song),Live And Let Die from Live and Let Die,Music and Lyrics by Paul McCartney and Linda McCartney,no
1973 (46th),MUSIC (Song),Love from Robin Hood,Music by George Bruns; Lyrics by Floyd Huddleston,no
1973 (46th),MUSIC (Song),Nice To Be Around from Cinderella Liberty,Music by John Williams; Lyrics by Paul Williams,no
1973 (46th),MUSIC (Song),The Way We Were from The Way We Were,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,yes
1973 (46th),BEST PICTURE,American Graffiti,Francis Ford Coppola; Producer; Gary Kurtz; Co-Producer,no
1973 (46th),BEST PICTURE,Cries and Whispers,Ingmar Bergman; Producer,no
1973 (46th),BEST PICTURE,The Exorcist,William Peter Blatty; Producer,no
1973 (46th),BEST PICTURE,The Sting,Tony Bill; Michael Phillips and Julia Phillips; Producers,yes
1973 (46th),BEST PICTURE,A Touch of Class,Melvin Frank; Producer,no
1973 (46th),SHORT SUBJECT (Animated),Frank Film,Frank Mouris; Producer,yes
1973 (46th),SHORT SUBJECT (Animated),The Legend of John Henry,Nick Bosustow and David Adams; Producers,no
1973 (46th),SHORT SUBJECT (Animated),Pulcinella,Emanuele Luzzati and Giulio Gianini; Producers,no
1973 (46th),SHORT SUBJECT (Live Action),The Bolero,Allan Miller and William Fertik; Producers,yes
1973 (46th),SHORT SUBJECT (Live Action),Clockmaker,Richard Gayer; Producer,no
1973 (46th),SHORT SUBJECT (Live Action),Life Times Nine,Pen Densham and John Watson; Producers,no
1973 (46th),SOUND,The Day of the Dolphin,Richard Portman; Lawrence O. Jost,no
1973 (46th),SOUND,The Exorcist,Robert Knudson; Chris Newman,yes
1973 (46th),SOUND,The Paper Chase,Donald O. Mitchell; Lawrence O. Jost,no
1973 (46th),SOUND,Paper Moon,Richard Portman; Les Fresholtz,no
1973 (46th),SOUND,The Sting,Ronald K. Pierce; Robert Bertrand,no
1973 (46th),WRITING (Screenplay--based on material from another medium),The Exorcist,William Peter Blatty,yes
1973 (46th),WRITING (Screenplay--based on material from another medium),The Last Detail,Robert Towne,no
1973 (46th),WRITING (Screenplay--based on material from another medium),The Paper Chase,James Bridges,no
